ත්‍රීවිලර්	N	three-wheeler	
ගොසිප්	E	gossip	
සිනමාවත්	N	cinema	වත්
ඉන්ටනෙට්	E	internet	
රුසියාවම	P	Russia	වම
රෝස්	E	rose	
ජෙට්	N	jet	
වීඩියෝවට	E	video	වට
සයිමන්	P	Simon	
චීනයයි	P	China	යයි
‍මියුසික්වලින්	E	music	වලින්
සමුරායි	E	samurai	
‍පොලිසියට	N	police	ියට
කේප්	P	Cape	
කෝච්චියේ	N	coach	චියේ
ඩයිනමයිට්	N	dynamite	
මැඩම්	E	madam	
ටෝනි	P	Tony	
වියට්කොං	P	Viet Cong	
ස්ටෝරි	E	story	
ඊවා	P	Eva	
අයර්ලන්තය	P	Ireland	ය
පොප්	E	pop	
මොන්ටිසෝරියක්	N	Montessori	යක්
මිසයිලය	N	missile	ය
කොපියට	N	copy	යට
කෝස්	E	course	
මීටර	N	metre	
පොලිසියත්	N	police	ියත්
ඇනිමේශන්	E	animation	
හෝටලේට	N	hotel	ේට
බිල්ට	N	bill	ට
පාකිස්තානු	P	Pakistan	ු
සබ්ජෙක්ටිව්	E	subjective	
ඉස්කෝලෙන්ද	N	school	ෙන්ද
ඩෙස්ක්	N	desk	
කොලනි	N	colony	
ඩිප්ලෝමා	N	diploma	
ත්‍රිවිල්	N	three-wheel	
සොන්යාගේ	P	Sonya	ගේ
ටින්	N	tin	
ටර්ම්	E	term	
ඕලෙවල්	E	O level	
ඉරාකයේ	P	Iraq	යේ
ලොරිවල	N	lorry	වල
බීච්	E	beach	
දිල්ලි	P	Delhi	
ටයර්	N	tyre	
මිලානෝ	P	Milano	
සිගරැට්	N	cigarette	
නෝට්ටු	N	note	ටු
බස්රියට	N	bus	රියට
ඕස්ට්‍රේලියාවේ	P	Australia	වේ
මිෂනාරි	N	missionary	
බෙකට්ගේ	P	Beckett	ගේ
ගොඩෝ	P	Godot	
ඉන්දියාවටත්	P	India	වටත්
බසයේ	N	bus	යේ
අයිරින්	P	Irene	
ඇලන්ගේ	P	Alan	ගේ
මන්මෝහන්	P	Manmohan	
ඇනිවර්සරි	E	anniversary	
හෙලිකොප්ටරය	N	helicopter	ය
කොමසාරිස්වරයාගේ	N	commissioner	වරයාගේ
ටැංකියක්	N	tank	ියක්
ඉස්පිරිතල	N	hospital	
ටෙලිනාට්‍යයට	N	tele	නාට්‍යයට
ඉංග්‍රිසියෙන්	P	English	යෙන්
එක්ස්	E	x	
එමිරේට්ස්	P	Emirates	
රයිනෝසිරස්ගේ	E	rhinoceros	ගේ
ඉංගී්‍රසි	P	English	
නිව්	P	New	
කමෙන්ටු	E	comment	ු
ඇලෙක්ස්	P	Alex	
ෂෝට්	E	short	
ඇන්ඩ්‍රොමීඩා	P	Andromeda	
ඉමිග්‍රේශන්	E	immigration	
සොෆියා	P	Sophia	
නිව්ගිනියාවේ	P	New Guinea	වේ
ෂාහ්	P	Shah	
බෙංගාල	P	Bengal	
රිෆ්ලෙක්ට්	E	reflect	
ඕස්ට්‍රේලියා	P	Australia	
ෆිල්ම්වලට	E	film	වලට
ඔගස්ටස්	P	Augustus	
පීඑච්ඩී	E	PhD	
චාලිට	P	Charlie	ට
පෙන්ෂන්	E	pension	
ටෙලිනාට්‍යවල	N	tele	නාට්‍යවල
හයිකු	E	haiku	
සපෝර්ට්	E	support	
රිලීස්	E	release	
ස්ටයිල්	E	style	
ආසියාවෙ	P	Asia	වෙ
කොම්පැනියක්	N	company	යක්
ලෝංහස්ට්	P	Longhurst	
මිෂෙල්	P	Michelle	
මුඛර්ජී	P	Mukherjee	
ඕවල්	P	Oval	
කාපට්	N	carpet	
හොලිවුඩයෙන්	P	Hollywood	යෙන්
බීජිං	P	Beijing	
රේඩියෝවත්	N	radio	වත්
සෙකුරිටියෝ	E	security	යෝ
ග්‍රීස්	N	grease	
කෝමා	E	coma	
ගිටාරයද	N	guitar	යද
හින්ට්	E	hint	
අල්ලාහ්	P	Allah	
ස්නෝඩන්	P	Snowden	
ටුවර්	E	tour	
පික්සල්	E	pixel	
ඇමෙරිකා	P	America	
ටෙලිනාට්‍ය	N	tele	නාට්‍ය
ෆයිට්	E	fight	
කැසීනෝ	E	casino	
දොස්තරලට	N	doctor	ලට
වික්ටෝරියා	P	Victoria	
විටමින්	N	vitamin	
තිම්පු	P	Thimphu	
ලින්කන්ට	P	Lincoln	ට
හේගල්	P	Hegel	
බැට්	N	bat	
මැඩගස්කරය	P	Madagascar	ය
යූටියුබ්	P	YouTube	
ආමිඑක	E	army	එක
සුනාමිය	N	tsunami	ය
ඊජිප්තුවරුන්ගේත්	P	Egypt	ුවරුන්ගේත්
කැටගරිය	E	category	ය
රෙපබ්ලිකන්	P	Republican	
ජිහාද්	E	jihad	
බියර්	N	beer	
බැසිල්ට	P	Basil	ට
බස්හිමියා	N	bus	හිමියා
ඩැනියල්	P	Daniel	
ඉංගිරිස්	P	English	
ඇෆ්ඝනිස්තානය	P	Afghanistan	ය
විල්සන්	P	Wilson	
ඩන්කන්	P	Duncan	
ඉස්කෝලෙදි	N	school	ෙදි
කොරියාවෙන්	P	Korea	වෙන්
ජේම්ස්	P	James	
අප්ඩේට්ස්	E	updates	
යුරෝපෙන්	P	Europe	ෙන්
ඩුබායි	P	Dubai	
පෝස්ටුවේ	N	post	ුවේ
රොජර්	P	Roger	
මොන්ටිසෝරියට	N	Montessori	යට
කොලෙස්ටරෝල්	N	cholesterol	
බොක්සිං	N	boxing	
අයර්ලන්තයේ	P	Ireland	යේ
ඇමරිකාවේම	P	America	වේම
නේපාලයෙන්	P	Nepal	යෙන්
රෙජිස්ටර්	E	register	
පාලම්පූර්	P	Palampur	
රිසර්ච්	E	research	
මර්ලින්	P	Merlin	
ජෝක්	E	joke	
රේන්ජ්	E	range	
ස්ලෝවැකියාවට	P	Slovakia	වට
රෝබෝ	E	robot	
කොයිල්	N	coil	
ට්‍රිපාටි	P	Tripathi	
හයිඩ්‍රා	E	hydra	
අල්කයීඩා	P	Al-Qaeda	
ෆෙයරි	E	fairy	
ගෝඩ්	E	god	
මදර්	E	mother	
සින්ඩියට	P	Cindy	යට
නෙවිල්	P	Neville	
මිෂනාරී	N	missionary	
බැංකුවකි	N	bank	ුවකි
ඩොකියුමන්ට්	E	document	
කොමියුනිස්ට්වාදියෙක්	N	communist	වාදියෙක්
පෙප්සි	P	Pepsi	
ඇපිටයිට්	E	appetite	
හයිකුව	E	haiku	ව
ඉන්දුනීසියාවේ	P	Indonesia	වේ
කසකස්ථාන්	P	Kazakhstan	
රෙනී	P	Rennie	
සිංග්පුරුවේ	P	Singapore	ුවේ
ආසියාවක්	P	Asia	වක්
ඩෝසන්	P	Dawson	
කැටගරි	E	category	
ෂොට්	E	shot	
සාෂා	P	Sasha	
පාර්ලිමේන්තුවෙන්	N	parliament	ුවෙන්
ඒසී	E	AC	
වොලියුම්	E	volume	
චාල්ස්ටන්	P	Charleston	
තැංකුයි	E	thank you	යි
ෆ්රොෆයිල්	E	profile	
සින්ඩරෙල්ලාට	P	Cinderella	ට
ගවුමකුයි	N	gown	කුයි
ගායස්	P	Gaius	
ස්නෝඩන්ට	P	Snowden	ට
දිස්ත්‍රික්කයෙ	N	district	යෙ
හිංදි	P	Hindi	
ලේබලය	N	label	ය
ට්‍රැක්ටරය	N	tractor	ය
ටොන්	N	ton	
ඇස්තමේන්තු	N	estimate	ු
ලිලි	P	Lily	
ඔප්ෂන්	E	option	
කිංස්බරි	P	Kingsbury	
රිද්මයෙහි	N	rhythm	යෙහි
ඔ‍ෆිස්	E	office	
අමන්දා	P	Amanda	
හෙජමොනිය	E	hegemony	ය
සින්ඩරෙල්ලාගේ	P	Cinderella	ගේ
ඇන්ටිලා	E	aunty	ලා
මයික්‍රසොෆ්ට්	P	Microsoft	
බ්ලූ	E	blue	
ඉස්කෝලවල	N	school	වල
හැනා	P	Hannah	
ස්මිත්	P	Smith	
ලයිට්	E	light	
සැලි	P	Sally	
පෝර්ට්	P	Port	
සොසේජස්	E	sausages	
හොට්	E	hot	
ඩොග්	E	dog	
ජෝගෙන්	P	Joe	ගෙන්
කාඩ්බෝඩ්	E	cardboard	
බෙන්ජමින්	P	Benjamin	
ඇල්කොහොල්	N	alcohol	
අයර්ලන්ත	P	Ireland	
බෝම්බත්	N	bomb	ත්
ඈන්ග්ගේ	P	Aang	ගේ
අයිඑම්එෆ්	P	IMF	
ගාසා	P	Gaza	
පෙබරවාරියේ	N	February	යේ
ලූකස්	P	Lucas	
කොමෙන්ටුව	E	comment	ුව
හෝම්ස්ගේ	P	Holmes	ගේ
බරොව්ස්	P	Burrows	
ඩීසීඩී	E	DCD	
වෙඩින්	E	wedding	
පාකිස්තානයේ	P	Pakistan	යේ
මෙගාවොට්	N	megawatt	
කමෙන්ටියක්	E	comment	ියක්
නතාෂා	P	Natasha	
රෙස්ට්	E	rest	
ගෙස්ට්	E	guest	
පාකිස්ථාන	P	Pakistan	
ජොබ්ස්	P	Jobs	
සොෆී	P	Sophie	
ෂෝල්	P	Scholl	
සුඩානයේ	P	Sudan	යේ
ස්ටීක්	E	steak	
අක්කරට	N	acre	ට
ටෙක්	E	tech	
ජුලියස්	P	Julius	
ආදම්	P	Adam	
පැකේජය	E	package	ය
කොන්ට්‍රෝල්	E	control	
හොකී	N	hockey	
පොලිස්පතිවරයා	N	police	පතිවරයා
තියරිය	E	theory	ය
සැම්සුන්	P	Samsung	
අප්‍රිකාව	P	Africa	ව
මැක්ස්ගේ	P	Max	ගේ
ටෙලිනාට්‍යයක්	N	tele	නාට්‍යයක්
කොමෙන්‍ටුව	E	comment	ුව
ඇන්ඩ්‍රොයිඩ්	P	Android	
හෙලිකොප්ටර්	N	helicopter	
බේසම්	N	basin	
එන්ගලන්තයේ	P	England	යේ
වින්සර්	P	Windsor	
තායිලන්තේදී	P	Thailand	ේදී
ඕවර්	E	over	
පොයින්ට්	E	point	
ඔස්ට්‍රේලියා	P	Australia	
ජූනියර්	E	junior	
ක්ලබ්	E	club	
ටිවී	E	TV	
කොංග්‍රස්	P	Congress	
ප්ලේන්ටිය	N	plain tea	ය
ටවුන්	E	town	
මීටරේ	N	meter	ේ
හැන්ක්	P	Hank	
ඇන්ටෝනියෝගේ	P	Antonio	ගේ
රැළියක්	N	rally	යක්
ග්‍රාබියෙල්	P	Gabriel	
ඇලුමිනියම්	N	aluminium	
තියටර්	E	theatre	
තැන්කියු	E	thank you	
ස්ට්‍රේට්	E	straight	
වීසාව	N	visa	ව
මුම්බායි	P	Mumbai	
කැලිෆෝනියානු	P	California	නු
නෝට්ටුවල	N	note	ුවල
මවුස්	E	mouse	
කවුන්ටරයෙහි	N	counter	යෙහි
ජර්මනියේ	P	Germany	යේ
ලින්කන්වත්	P	Lincoln	වත්
කොම්පියුටරේ	E	computer	ේ
ජෙසිකා	P	Jessica	
චැන්ටේන්	P	Chastain	
එටිසලාට්	P	Etisalat	
බ්ලොගක්	E	blog	ක්
සොෆියාව	P	Sophia	ව
රොබෝ	E	robot	
සර්කස්	N	circus	
ඊමේලයක්	E	email	යක්
ලෝගෝ	E	logo	
පොලිස්පති	N	police	පති
කන්ගනා	P	Kangana	
රනාවුට්	P	Ranaut	
බෑන්	P	Ban	
සයිමන්ගේ	P	Simon	ගේ
එලිසබෙතානු	P	Elizabeth	ානු
ඩෙල්	P	Dell	
කොකාකෝලා	P	Coca-Cola	
උත්තරාකන්ද්	P	Uttarakhand	
වෙස්ට්මෝලන්ඩ්	P	Westmorland	
සුසී	P	Susie	
සිම්රන්	P	Simran	
කමෙන්ඩ්	E	comment	
චාර්ලි	P	Charlie	
සැට්	E	set	
අනීතා	P	Anita	
තීම්	E	theme	
ඊශ්‍රායෙල්	P	Israel	
මුම්බායිහි	P	Mumbai	හි
පීසා	E	pizza	
චේ	P	Che	
වෛරසය	N	virus	ය
කවුන්සිලයේ	N	council	යේ
ජොනී	P	Johnny	
පෝස්ටුවක්	E	post	ුවක්
සොන්යා	P	Sonya	
ඇනෝල	E	anon	ල
ක්ලාරා	P	Clara	
සාජන්	N	sergeant	
කැනඩාවෙද	P	Canada	වෙද
යුරෝපීයන්	P	Europe	ීයන්
ජෝෆ්රි	P	Joffrey	
අයින්ස්ටයින්ට	P	Einstein	ට
කෙස්ටෙවන්	P	Kesteven	
ග්‍රැන්තම්	P	Grantham	
තෑන්කූ	E	thank you	
ගයිඩන්ස්	E	guidance	
ඊජිත්තුවේ	P	Egypt	ුවේ
සුලූ	P	Zulu	
කැරිබියන්	P	Caribbean	
ඩොල්ෆින්	N	dolphin	
මොනාලිසා	P	Mona Lisa	
ජූනි	N	June	
රොබෝවෙක්වත්	E	robot	වෙක්වත්
කමෙන්ටුවකින්	E	comment	ුවකින්
බෙන්ගාලි	P	Bengali	
රොෂෙල්	P	Rochelle	
කැප්ටන්සි	E	captaincy	
බේකන්	E	bacon	
මලයාලි	P	Malayali	
අප්සට්	E	upset	
රොයිල්	E	royal	
හිරෝමිගේ	P	Hiromi	ගේ
කැනඩා	P	Canada	
ස්ක්‍රීන්	E	screen	
බල්ක්	E	bulk	
බයිසිකලයේ	N	bicycle	යේ
බ්‍රව්සර්	E	browser	
සිනමාවෙන්	N	cinema	වෙන්
කොමික්	E	comic	
ලේක්හවුස්	P	Lake House	
එන්ට්‍රි	E	entry	
ඔපරේටර්	E	operator	
ස්පීඩි	E	speedy	
ඉතාලියේය	P	Italy	යේය
ආට්	E	art	
එන්ජිමේ	N	engine	මේ
හෝර්ටන්	P	Horton	
වෙස්ලියන්	P	Wesleyan	
මොන්රෝගේ	P	Monroe	ගේ
බ්ලොග්කරුවෙකුට	E	blog	කරුවෙකුට
ජොලියෙ	N	jolly	යෙ
දෙපාර්තමේන්තු	N	department	ු
ඉංදියාවෙ	P	India	වෙ
ගිටාරයක්	N	guitar	යක්
ස්පිකර්වල	E	speaker	වල
ප්‍රොජෙක්ට්	E	project	
වයලීනයේ	N	violin	යේ
ප්ලේන්	E	plane	
ග්‍රීසියේ	P	Greece	ියේ
වයිරස්	E	virus	
ගාන්ධිට	P	Gandhi	ට
වික්ටරයව	P	Victor	යව
ඩයලොග්	E	dialogue	
ඇමරිකාවටත්	P	America	වටත්
සිටුවේෂන්	E	situation	
පොලිසියෙන්මයි	N	police	ියෙන්මයි
බයිබලය	N	Bible	ය
බංගලාදේශය	P	Bangladesh	ය
බැකෝ	N	backhoe	
ටවුමේ	N	town	මේ
ලෙනින්වාදී	P	Lenin	වාදී
ඇලිස්ට	P	Alice	ට
බවර්බර්ඩ්	E	bowerbird	
බංගලාවට	N	bungalow	වට
රොබරිය	E	robbery	ය
ටැබූ	E	taboo	
අමෙරිකන්	P	American	
ආකිමිඩිස්	P	Archimedes	
අංකල්ගේ	E	uncle	ගේ
ටියුන්	E	tune	
ඈමරිකාවෙ	P	America	වෙ
අරාබියෙන්	P	Arabia	යෙන්
වියට්නාමයට	P	Vietnam	යට
සැප්තැම්බර්වෙනි	N	September	වෙනි
ඇන්ටනී	P	Anthony	
පයිප්ප	N	pipe	ප
සිඩ්නිගෙන්	P	Sidney	ගෙන්
නෝට්ටුව	N	note	ටුව
ස්කොට්ලන්තේ	P	Scotland	ේ
කියුබානු	P	Cuban	
තැලිසීමියා	N	thalassemia	
හරප්පා	P	Harappa	
පෙන්ත්හවුස්	E	penthouse	
රවුටරේට	E	router	ේට
කාශ්මීරය	P	Kashmir	ය
චැනලය	E	channel	ය
බ්ලොගයක්	E	blog	යක්
ආර්ටිකල්	E	article	
කැමරාවට	N	camera	වට
ඉස්කොලෙ	N	school	ෙ
සබ්ස්	E	subs	
ලෙමන්	E	lemon	
පෆ්	E	puff	
ඩෝසරයක්	N	dozer	යක්
බටර්ද	N	butter	ද
වන්ට්‍රීහිල්	P	One Tree Hill	
චංගුමී	P	Jang Geum	
මවුන්ට්	P	Mount	
එළිසබත්	P	Elizabeth	
කොංග්‍රසයට	N	congress	යට
සෙන්ටිමීටරක්	N	centimetre	ක්
රේස්	E	race	
ෆුට්බෝල්	N	football	
ඔලිවර්ගේ	P	Oliver	ගේ
වුල්වරීන්ව	P	Wolverine	ව
එක්සේවියර්	P	Xavier	
සීරියස්	E	serious	
බාර්බිගේ	P	Barbie	ගේ
හෝම්ස්ට	P	Holmes	ට
කමෙන්ට්කරුවාට	E	comment	කරුවාට
බෝම්බය	N	bomb	ය
ආමඩිල්ලා	N	armadillo	ා
ටැමිල්නෙට්	P	TamilNet	
ගැබ්රිඑලා	P	Gabriela	
වෙනිවිෂන්	P	Venevision	
චෙක්පත්	N	cheque	පත්
බ්‍රෙෂියර්	E	brassiere	
නොබෙල්	P	Nobel	
කික්	E	kick	
ස්ලාවික	P	Slavic	
ජූන්	N	June	
පෙට්‍රෝල්	N	petrol	
බංගලාදේශයේ	P	Bangladesh	යේ
ඇෆ්ගනිස්ථානයේ	P	Afghanistan	යේ
පියුන්	N	peon	
වියට්නාමය	P	Vietnam	ය
ටොෆි	N	toffee	
තියඩෝ	P	Theodore	
හෝටලයක	N	hotel	යක
එම්බෙඩ්	E	embed	
පෑන්කේක්	N	pancake	
ෆස්ට්	E	first	
ෆැමිලි	E	family	
හැන්සල්වයි	P	Hansel	වයි
ග්‍රේටල්වයි	P	Gretel	වයි
බැංකුවටත්	N	bank	ුවටත්
කිලෝමීටරයකට	N	kilometre	යකට
සෝඩා	N	soda	
ලුමිනස්	E	luminous	
ඉස්කෝලෙටත්	N	school	ෙටත්
ස්ප්‍රින්	E	spring	
අන්ලිමිටඩ්	E	unlimited	
ට්‍රැක්එකට	E	track	එකට
කපූර්	P	Kapoor	
ටිබෙට්	P	Tibet	
ඩොමිනික්	P	Dominic	
ලිලැක්	E	lilac	
බැංගලෝරය	P	Bangalore	ය
බි්‍රතාන්‍ය	P	British	
ෆේක්	E	fake	
හෝමෝ	E	homo	
ෆෝබියාවෙන්	E	phobia	වෙන්
ලිබරල්	E	liberal	
පාටි	E	party	
දිල්ලියට	P	Delhi	යට
ඇක්ශන්	E	action	
ඕස්ට්‍රේලියාවට	P	Australia	වට
ඩැග්	P	Dag	
හැමර්ෂල්	P	Hammarskjöld	
සාතන්	P	Satan	
රයිෆල්	N	rifle	
කොරිඩෝව	N	corridor	ව
කමෙන්ටුවේ	E	comment	ුවේ
අයින්ස්ටයින්ගේ	P	Einstein	ගේ
ලන්ඩනයේ	P	London	යේ
